trip_id,stop_id,stop_sequence,stop_headsign,arrival_time,departure_time,timepoint
C02_trip_1,mxc_C02_STP_16,95,Guinea,04:42:16,04:42:16,0
C02_trip_1,mxc_C02_STP_17,96,Avenida Mercedes Celis,04:43:31,04:43:31,0
C02_trip_1,mxc_C02_STP_19,98,Avenida Mercedes Celis,04:45:18,04:45:18,0
C02_trip_1,mxc_C02_STP_21,100,Calle Adrián Puga,04:47:08,04:47:08,0
C02_trip_1,mxc_C02_STP_22,101,Calle Adrián Puga,04:48:03,04:48:03,0
C02_trip_1,mxc_C02_STP_23,102,Calle Adrián Puga,04:48:50,04:48:50,0
C02_trip_1,mxc_C02_STP_24,103,Jesús Ruiz,04:49:31,04:49:31,0
C02_trip_1,mxc_C02_STP_25,104,Calle Adrián Puga,04:50:31,04:50:31,0
C02_trip_1,mxc_C02_STP_26,105,Calle Adrián Puga,04:51:27,04:51:27,0
C02_trip_1,mxc_C02_STP_28,107,Calle Adrián Puga,04:53:26,04:53:26,0
C02_trip_1,mxc_C02_STP_29,108,Calle Cenobio Paniagua,04:55:14,04:55:14,0
C02_trip_1,mxc_C02_STP_30,109,Calle Carlos González Pena,04:56:02,04:56:02,0
C02_trip_1,mxc_C02_STP_31,110,Valentin Gomez Farias,04:57:05,04:57:05,0
C02_trip_1,mxc_C02_STP_33,112,Avenida del Chamizal,04:59:15,04:59:15,0
C02_trip_1,mxc_C02_STP_34,113,Calle Jorge Delorme y Campos,04:59:53,04:59:53,0
C02_trip_1,mxc_C02_STP_35,114,Valentín Gómez Farías,05:01:03,05:01:03,0
C02_trip_1,mxc_C02_STP_36,115,Doctor Salvador García Diego,05:02:23,05:02:23,0
C02_trip_1,mxc_C02_STP_39,118,Calle Antonio Tello,05:05:18,05:05:18,0
C02_trip_1,mxc_C02_STP_42,121,Calle Valentín Gómez Farías,05:08:35,05:08:35,0
C02_trip_1,mxc_C02_STP_43,122,Calle Valentín Gómez Farías,05:09:21,05:09:21,0
C02_trip_1,mxc_C02_STP_46,125,Calle Valentín Gómez Farías,05:12:07,05:12:07,0
C02_trip_1,mxc_C02_STP_49,128,Calle Valentín Gómez Farías,05:15:46,05:15:46,0
C02_trip_1,mxc_C02_STP_53,132,Avenida 8 de Julio,05:20:01,05:20:01,0
C02_trip_1,mxc_C06_STP_62,123,Valentín Gómez Farías,05:10:26,05:10:26,0
C02_trip_1,mxc_C06_STP_67,127,Calle Valentín Gómez Farías,05:14:29,05:14:29,0
C02_trip_1,mxc_C07V1_STP_50,129,Calle Francisco Indalecio Madero,05:16:46,05:16:46,0
C02_trip_1,mxc_C07V1_STP_51,130,Calle Francisco Indalecio Madero,05:17:42,05:17:42,0
C02_trip_1,mxc_C122_STP_58,94,Eleuterio Gonzalez,04:41:26,04:41:26,0
C02_trip_1,mxc_C13V1_STP_53,126,Calle Matamoros,05:13:26,05:13:26,0
C02_trip_1,mxc_C17_STP_22,106,Calle Adrián Puga,04:52:17,04:52:17,0
C02_trip_1,mxc_C17_STP_40,124,Calle Valentín Gómez Farías,05:11:12,05:11:12,0
C02_trip_1,mxc_C19_STP_03,82,Av. de la Cruz,04:22:02,04:22:02,0
C02_trip_1,mxc_C22_STP_57,131,Calle Francisco Indalecio Madero,05:18:46,05:18:46,0
C02_trip_1,mxc_C29V1_STP_30,99,Avenida Mercedes Celis,04:46:13,04:46:13,0
C02_trip_1,mxc_C36_STP_20,90,Calle Obregón,04:36:16,04:36:16,0
C02_trip_1,mxc_C38V1_STP_39,111,Avenida del Parque,04:57:50,04:57:50,0
C02_trip_1,mxc_C38V1_STP_44,116,Calle Valentín Gómez Farías,05:03:05,05:03:05,0
C02_trip_1,mxc_C38V1_STP_45,117,Valentín Gómez Farías,05:04:23,05:04:23,0
C02_trip_1,mxc_C38V1_STP_47,119,Estación de Tren sanjun dedios,05:06:11,05:06:11,0
C02_trip_1,mxc_C38V1_STP_48,120,Calle Valentín Gómez Farías,05:07:30,05:07:30,0
C02_trip_1,mxc_C38V1_STP_88,97,Avenida Mercedes Celis,04:44:21,04:44:21,0
C02_trip_1,mxc_C66V2_STP_01,80,Agustín Melgar,04:20:00,04:20:00,0
C02_trip_1,mxc_C66V2_STP_02,81,Prados de Los Mezquites,04:21:02,04:21:02,0
C02_trip_2,mxc_C02_STP_100,179,Prado Soleado,06:31:31,06:31:31,0
C02_trip_2,mxc_C02_STP_101,180,Avenida Reforma,06:32:21,06:32:21,0
C02_trip_2,mxc_C02_STP_102,181,Rancho de La Cruz,06:33:11,06:33:11,0
C02_trip_2,mxc_C02_STP_103,182,Plan de Ayutla,06:34:07,06:34:07,0
C02_trip_2,mxc_C02_STP_104,183,Av. de la Cruz,06:35:25,06:35:25,0
C02_trip_2,mxc_C02_STP_28,160,Calle Adrián Puga,06:05:11,06:05:11,0
C02_trip_2,mxc_C02_STP_54,133,Calle Prisciliano Sánchez,05:38:00,05:38:00,0
C02_trip_2,mxc_C02_STP_55,134,Calle Prisciliano Sánchez,05:38:55,05:38:55,0
C02_trip_2,mxc_C02_STP_57,136,Calle Prisciliano Sánchez,05:40:33,05:40:33,0
C02_trip_2,mxc_C02_STP_59,138,Calle Aldama,05:42:30,05:42:30,0
C02_trip_2,mxc_C02_STP_60,139,Calle Aldama,05:43:07,05:43:07,0
C02_trip_2,mxc_C02_STP_61,140,Calle Federico Medrano,05:44:49,05:44:49,0
C02_trip_2,mxc_C02_STP_62,141,Calle Federico Medrano,05:46:00,05:46:00,0
C02_trip_2,mxc_C02_STP_63,142,Calle Federico Medrano,05:47:05,05:47:05,0
C02_trip_2,mxc_C02_STP_65,144,Calle Federico Medrano,05:49:11,05:49:11,0
C02_trip_2,mxc_C02_STP_66,145,Calle Federico Medrano,05:50:20,05:50:20,0
C02_trip_2,mxc_C02_STP_68,147,Calle Federico Medrano,05:52:20,05:52:20,0
C02_trip_2,mxc_C02_STP_69,148,Calle Federico Medrano,05:53:15,05:53:15,0
C02_trip_2,mxc_C02_STP_70,149,Colonia La Loma,05:54:20,05:54:20,0
C02_trip_2,mxc_C02_STP_71,150,Calle Federico Medrano,05:55:14,05:55:14,0
C02_trip_2,mxc_C02_STP_72,151,Calle Federico Medrano,05:55:58,05:55:58,0
C02_trip_2,mxc_C02_STP_73,152,Calle Federico Medrano,05:56:38,05:56:38,0
C02_trip_2,mxc_C02_STP_76,155,Calle Federico Medrano,06:00:10,06:00:10,0
C02_trip_2,mxc_C02_STP_77,156,Calle Federico Medrano,06:01:12,06:01:12,0
C02_trip_2,mxc_C02_STP_79,158,Calle Federico Medrano,06:03:21,06:03:21,0
C02_trip_2,mxc_C02_STP_82,161,Calle José María Verea,06:06:48,06:06:48,0
C02_trip_2,mxc_C02_STP_83,162,Calle José María Verea,06:07:48,06:07:48,0
C02_trip_2,mxc_C02_STP_84,163,Calle José María Verea,06:08:52,06:08:52,0
C02_trip_2,mxc_C02_STP_85,164,Calle José María Verea,06:09:51,06:09:51,0
C02_trip_2,mxc_C02_STP_86,165,Calle José María Verea,06:10:46,06:10:46,0
C02_trip_2,mxc_C02_STP_87,166,Calle José María Verea,06:11:39,06:11:39,0
C02_trip_2,mxc_C02_STP_89,168,Perfecto G. Bustamante,06:14:18,06:14:18,0
C02_trip_2,mxc_C02_STP_91,170,Av. Malecón,06:16:34,06:16:34,0
C02_trip_2,mxc_C02_STP_92,171,González Ortega,06:17:53,06:17:53,0
C02_trip_2,mxc_C02_STP_93,172,Calle González Ortega,06:18:58,06:18:58,0
C02_trip_2,mxc_C02_STP_94,173,Galeana,06:19:58,06:19:58,0
C02_trip_2,mxc_C02_STP_97,176,Antonio Caso,06:26:10,06:26:10,0
C02_trip_2,mxc_C02_STP_98,177,Juan Gil Preciado,06:27:26,06:27:26,0
C02_trip_2,mxc_C02_STP_99,178,San Felipe,06:30:13,06:30:13,0
C02_trip_2,mxc_C05_STP_39,135,Calle Prisciliano Sánchez,05:39:46,05:39:46,0
C02_trip_2,mxc_C108V1_STP_131,167,Av. Mercedes Celis,06:13:24,06:13:24,0
C02_trip_2,mxc_C124_STP_66,137,Huerto,05:41:39,05:41:39,0
C02_trip_2,mxc_C34_STP_85,146,Calle Federico Medrano,05:51:15,05:51:15,0
C02_trip_2,mxc_C34_STP_91,153,Calle Federico Medrano,05:57:27,05:57:27,0
C02_trip_2,mxc_C34_STP_92,154,Calle Rosa Navarro,05:58:55,05:58:55,0
C02_trip_2,mxc_C34_STP_95,157,Calle Federico Medrano,06:01:56,06:01:56,0
C02_trip_2,mxc_C34_STP_97,159,Avenida Manuel Román Alatorre,06:04:08,06:04:08,0
C02_trip_2,mxc_C36_STP_101,169,Manuel Uribe,06:15:30,06:15:30,0
C02_trip_2,mxc_C37V1_STP_93,174,Galeana,06:20:42,06:20:42,0
C02_trip_2,mxc_C37V1_STP_94,175,Galeana,06:21:26,06:21:26,0
C02_trip_2,mxc_C68_STP_97,143,Calle Federico Medrano,05:48:09,05:48:09,0
C03_route_1_0000001_15600,mxb_A06_STOP_27,214,Calle Cardenal,04:51:36,04:51:36,0
C03_route_1_0000001_15600,mxb_A06_STOP_30,215,Calzada Gobernador Luis G.Curiel,04:52:45,04:52:45,0
C03_route_1_0000001_15600,mxb_A09_STOP_17,201,Antigua Carretera a Chapala,04:37:56,04:37:56,0
C03_route_1_0000001_15600,mxb_A09_STOP_21,204,Antigua Carretera a Chapala,04:40:24,04:40:24,0
C03_route_1_0000001_15600,mxb_A09_STOP_22,205,Juan de la Barrera,04:41:25,04:41:25,0
C03_route_1_0000001_15600,mxb_A09_STOP_23,206,Calle Juan de la Barrera,04:43:03,04:43:03,0
C03_route_1_0000001_15600,mxb_A09_STOP_24,207,Calle Juan de la Barrera,04:44:09,04:44:09,0
C03_route_1_0000001_15600,mxb_A09_STOP_27,209,Juan Escutia,04:46:11,04:46:11,0
C03_route_1_0000001_15600,mxb_A09_STOP_29,210,Deportes,04:47:10,04:47:10,0
C03_route_1_0000001_15600,mxb_A09_STOP_30,211,San Isidro,04:47:58,04:47:58,0
C03_route_1_0000001_15600,mxb_A09_STOP_31,212,Francisco Corona,04:49:03,04:49:03,0
C03_route_1_0000001_15600,mxb_A09_STOP_41,216,Avenida De La Escultura,04:53:50,04:53:50,0
C03_route_1_0000001_15600,mxc_C03_STP_01,184,Minerales,04:20:00,04:20:00,0
C03_route_1_0000001_15600,mxc_C03_STP_02,185,Minerales,04:20:40,04:20:40,0
C03_route_1_0000001_15600,mxc_C03_STP_03,186,Minerales,04:21:43,04:21:43,0
C03_route_1_0000001_15600,mxc_C03_STP_04,187,Minerales,04:22:40,04:22:40,0
C03_route_1_0000001_15600,mxc_C03_STP_06,189,Calle Emiliano Zapata,04:24:13,04:24:13,0
C03_route_1_0000001_15600,mxc_C03_STP_10,193,Antigua Carretera a Chapala,04:27:51,04:27:51,0
C03_route_1_0000001_15600,mxc_C03_STP_11,194,Antigua Carretera a Chapala,04:30:20,04:30:20,0
C03_route_1_0000001_15600,mxc_C03_STP_12,195,Antigua Carretera a Chapala,04:30:57,04:30:57,0
C03_route_1_0000001_15600,mxc_C03_STP_13,196,Antigua Carretera a Chapala,04:31:50,04:31:50,0
C03_route_1_0000001_15600,mxc_C03_STP_15,198,Antigua Carretera a Chapala,04:34:44,04:34:44,0
C03_route_1_0000001_15600,mxc_C03_STP_16,199,Calle Gardenia,04:36:07,04:36:07,0
C03_route_1_0000001_15600,mxc_C03_STP_17,200,Antigua Carretera a Chapala,04:37:02,04:37:02,0
C03_route_1_0000001_15600,mxc_C03_STP_20,203,Antigua Carretera a Chapala,04:39:34,04:39:34,0
C03_route_1_0000001_15600,mxc_C03_STP_25,208,Juan de la Barrera,04:45:13,04:45:13,0
C03_route_1_0000001_15600,mxc_C03_STP_30,213,Emiliano Zapata,04:50:27,04:50:27,0
C03_route_1_0000001_15600,mxc_C03_STP_36,219,Gobernador Luis G. Curiel,04:57:08,04:57:08,0
C03_route_1_0000001_15600,mxc_C03_STP_37,220,Avenida Patria,04:58:00,04:58:00,0
C03_route_1_0000001_15600,mxc_C03_STP_38,221,Ing. Tomas Limon Gutierrez,04:59:08,04:59:08,0
C03_route_1_0000001_15600,mxc_C03_STP_39,222,Calle Oriente 2,04:59:49,04:59:49,0
C03_route_1_0000001_15600,mxc_C03_STP_40,223,Calle Norte 2,05:00:50,05:00:50,0
C03_route_1_0000001_15600,mxc_C03_STP_41,224,Av. 18 de Marzo,05:01:56,05:01:56,0
C03_route_1_0000001_15600,mxc_C03_STP_42,225,Calle 36,05:03:24,05:03:24,0
C03_route_1_0000001_15600,mxc_C03_STP_43,226,Calle 34,05:04:20,05:04:20,0
C03_route_1_0000001_15600,mxc_C03_STP_45,228,Calle 22,05:07:01,05:07:01,0
C03_route_1_0000001_15600,mxc_C03_STP_46,229,Calle 16,05:08:22,05:08:22,0
C03_route_1_0000001_15600,mxc_C03_STP_47,230,Calle 10,05:09:41,05:09:41,0
C03_route_1_0000001_15600,mxc_C03_STP_48,231,Calle 6,05:10:53,05:10:53,0
C03_route_1_0000001_15600,mxc_C03_STP_49,232,Calle 4,05:11:36,05:11:36,0
C03_route_1_0000001_15600,mxc_C03_STP_50,233,Américo Vespucio,05:12:54,05:12:54,0
C03_route_1_0000001_15600,mxc_C03_STP_51,234,Enrique El Navegante,05:13:55,05:13:55,0
C03_route_1_0000001_15600,mxc_C03_STP_52,235,Calle Francisco Vázquez Coronado,05:15:06,05:15:06,0
C03_route_1_0000001_15600,mxc_C03_STP_53,236,Calle Bolivia,05:15:58,05:15:58,0
C03_route_1_0000001_15600,mxc_C03_STP_55,238,Calle Isla Indias,05:17:33,05:17:33,0
C03_route_1_0000001_15600,mxc_C03_STP_59,242,Guayana,05:21:03,05:21:03,0
C03_route_1_0000001_15600,mxc_C102_STP_68,202,Antigua Carretera a Chapala,04:38:46,04:38:46,0
C03_route_1_0000001_15600,mxc_C108V2_STP_48,227,Calle 30,05:05:23,05:05:23,0
C03_route_1_0000001_15600,mxc_C115_STP_56,245,Avenida del Mercado,05:24:25,05:24:25,0
C03_route_1_0000001_15600,mxc_C17_STP_111,246,Plátano,05:25:20,05:25:20,0
C03_route_1_0000001_15600,mxc_C17_STP_112,247,Eucalipto,05:26:03,05:26:03,0
C03_route_1_0000001_15600,mxc_C50V1_STP_28,188,Minerales,04:23:25,04:23:25,0
C03_route_1_0000001_15600,mxc_C50V1_STP_31,191,1o. de Mayo Oriente,04:26:04,04:26:04,0
C03_route_1_0000001_15600,mxc_C50V1_STP_38,197,Antigua Carretera a Chapala,04:32:46,04:32:46,0
C03_route_1_0000001_15600,mxc_C51V1_STP_09,217,Calzada Gobernador Luis G.Curiel,04:54:50,04:54:50,0
C03_route_1_0000001_15600,mxc_C51V1_STP_10,218,ARTES PLASTICAS,04:55:49,04:55:49,0
C03_route_1_0000001_15600,mxc_C67V1_STP_37,190,Minerales,04:25:23,04:25:23,0
C03_route_1_0000001_15600,mxc_C67V1_STP_38,192,Minerales,04:26:54,04:26:54,0
C03_route_1_0000001_15600,mxc_C76V1_STP_54,237,Avenida Fray Andrés de Urdaneta,05:16:55,05:16:55,0
C03_route_1_0000001_15600,mxc_C76V1_STP_55,239,Avenida Fray Andrés de Urdaneta,05:18:12,05:18:12,0
C03_route_1_0000001_15600,mxc_C76V1_STP_56,240,Avenida Fray Andrés de Urdaneta,05:19:06,05:19:06,0
C03_route_1_0000001_15600,mxc_C76V1_STP_57,241,Avenida Cruz del Sur,05:20:05,05:20:05,0
C03_route_1_0000001_15600,mxc_C76V1_STP_59,243,Calle 15,05:22:17,05:22:17,0
C03_route_1_0000001_15600,mxc_C76V1_STP_60,244,Avenida del Mercado,05:23:16,05:23:16,0
C03_route_1_1111110_18000,mxb_A06_STOP_27,214,Calle Cardenal,04:51:36,04:51:36,0
C03_route_1_1111110_18000,mxb_A06_STOP_30,215,Calzada Gobernador Luis G.Curiel,04:52:45,04:52:45,0
C03_route_1_1111110_18000,mxb_A09_STOP_17,201,Antigua Carretera a Chapala,04:37:56,04:37:56,0
C03_route_1_1111110_18000,mxb_A09_STOP_21,204,Antigua Carretera a Chapala,04:40:24,04:40:24,0
C03_route_1_1111110_18000,mxb_A09_STOP_22,205,Juan de la Barrera,04:41:25,04:41:25,0
C03_route_1_1111110_18000,mxb_A09_STOP_23,206,Calle Juan de la Barrera,04:43:03,04:43:03,0
C03_route_1_1111110_18000,mxb_A09_STOP_24,207,Calle Juan de la Barrera,04:44:09,04:44:09,0
C03_route_1_1111110_18000,mxb_A09_STOP_27,209,Juan Escutia,04:46:11,04:46:11,0
C03_route_1_1111110_18000,mxb_A09_STOP_29,210,Deportes,04:47:10,04:47:10,0
C03_route_1_1111110_18000,mxb_A09_STOP_30,211,San Isidro,04:47:58,04:47:58,0
C03_route_1_1111110_18000,mxb_A09_STOP_31,212,Francisco Corona,04:49:03,04:49:03,0
C03_route_1_1111110_18000,mxb_A09_STOP_41,216,Avenida De La Escultura,04:53:50,04:53:50,0
C03_route_1_1111110_18000,mxc_C03_STP_01,184,Minerales,04:20:00,04:20:00,0
C03_route_1_1111110_18000,mxc_C03_STP_02,185,Minerales,04:20:40,04:20:40,0
C03_route_1_1111110_18000,mxc_C03_STP_03,186,Minerales,04:21:43,04:21:43,0
C03_route_1_1111110_18000,mxc_C03_STP_04,187,Minerales,04:22:40,04:22:40,0
C03_route_1_1111110_18000,mxc_C03_STP_06,189,Calle Emiliano Zapata,04:24:13,04:24:13,0
C03_route_1_1111110_18000,mxc_C03_STP_10,193,Antigua Carretera a Chapala,04:27:51,04:27:51,0
C03_route_1_1111110_18000,mxc_C03_STP_11,194,Antigua Carretera a Chapala,04:30:20,04:30:20,0
C03_route_1_1111110_18000,mxc_C03_STP_12,195,Antigua Carretera a Chapala,04:30:57,04:30:57,0
C03_route_1_1111110_18000,mxc_C03_STP_13,196,Antigua Carretera a Chapala,04:31:50,04:31:50,0
C03_route_1_1111110_18000,mxc_C03_STP_15,198,Antigua Carretera a Chapala,04:34:44,04:34:44,0
C03_route_1_1111110_18000,mxc_C03_STP_16,199,Calle Gardenia,04:36:07,04:36:07,0
C03_route_1_1111110_18000,mxc_C03_STP_17,200,Antigua Carretera a Chapala,04:37:02,04:37:02,0
C03_route_1_1111110_18000,mxc_C03_STP_20,203,Antigua Carretera a Chapala,04:39:34,04:39:34,0
C03_route_1_1111110_18000,mxc_C03_STP_25,208,Juan de la Barrera,04:45:13,04:45:13,0
C03_route_1_1111110_18000,mxc_C03_STP_30,213,Emiliano Zapata,04:50:27,04:50:27,0
C03_route_1_1111110_18000,mxc_C03_STP_36,219,Gobernador Luis G. Curiel,04:57:08,04:57:08,0
C03_route_1_1111110_18000,mxc_C03_STP_37,220,Avenida Patria,04:58:00,04:58:00,0
C03_route_1_1111110_18000,mxc_C03_STP_38,221,Ing. Tomas Limon Gutierrez,04:59:08,04:59:08,0
C03_route_1_1111110_18000,mxc_C03_STP_39,222,Calle Oriente 2,04:59:49,04:59:49,0
C03_route_1_1111110_18000,mxc_C03_STP_40,223,Calle Norte 2,05:00:50,05:00:50,0
C03_route_1_1111110_18000,mxc_C03_STP_41,224,Av. 18 de Marzo,05:01:56,05:01:56,0
C03_route_1_1111110_18000,mxc_C03_STP_42,225,Calle 36,05:03:24,05:03:24,0
C03_route_1_1111110_18000,mxc_C03_STP_43,226,Calle 34,05:04:20,05:04:20,0
C03_route_1_1111110_18000,mxc_C03_STP_45,228,Calle 22,05:07:01,05:07:01,0
C03_route_1_1111110_18000,mxc_C03_STP_46,229,Calle 16,05:08:22,05:08:22,0
C03_route_1_1111110_18000,mxc_C03_STP_47,230,Calle 10,05:09:41,05:09:41,0
C03_route_1_1111110_18000,mxc_C03_STP_48,231,Calle 6,05:10:53,05:10:53,0
C03_route_1_1111110_18000,mxc_C03_STP_49,232,Calle 4,05:11:36,05:11:36,0
C03_route_1_1111110_18000,mxc_C03_STP_50,233,Américo Vespucio,05:12:54,05:12:54,0
C03_route_1_1111110_18000,mxc_C03_STP_51,234,Enrique El Navegante,05:13:55,05:13:55,0
C03_route_1_1111110_18000,mxc_C03_STP_52,235,Calle Francisco Vázquez Coronado,05:15:06,05:15:06,0
C03_route_1_1111110_18000,mxc_C03_STP_53,236,Calle Bolivia,05:15:58,05:15:58,0
C03_route_1_1111110_18000,mxc_C03_STP_55,238,Calle Isla Indias,05:17:33,05:17:33,0
C03_route_1_1111110_18000,mxc_C03_STP_59,242,Guayana,05:21:03,05:21:03,0
C03_route_1_1111110_18000,mxc_C102_STP_68,202,Antigua Carretera a Chapala,04:38:46,04:38:46,0
C03_route_1_1111110_18000,mxc_C108V2_STP_48,227,Calle 30,05:05:23,05:05:23,0
C03_route_1_1111110_18000,mxc_C115_STP_56,245,Avenida del Mercado,05:24:25,05:24:25,0
C03_route_1_1111110_18000,mxc_C17_STP_111,246,Plátano,05:25:20,05:25:20,0
C03_route_1_1111110_18000,mxc_C17_STP_112,247,Eucalipto,05:26:03,05:26:03,0
C03_route_1_1111110_18000,mxc_C50V1_STP_28,188,Minerales,04:23:25,04:23:25,0
C03_route_1_1111110_18000,mxc_C50V1_STP_31,191,1o. de Mayo Oriente,04:26:04,04:26:04,0
C03_route_1_1111110_18000,mxc_C50V1_STP_38,197,Antigua Carretera a Chapala,04:32:46,04:32:46,0
C03_route_1_1111110_18000,mxc_C51V1_STP_09,217,Calzada Gobernador Luis G.Curiel,04:54:50,04:54:50,0
C03_route_1_1111110_18000,mxc_C51V1_STP_10,218,ARTES PLASTICAS,04:55:49,04:55:49,0
C03_route_1_1111110_18000,mxc_C67V1_STP_37,190,Minerales,04:25:23,04:25:23,0
C03_route_1_1111110_18000,mxc_C67V1_STP_38,192,Minerales,04:26:54,04:26:54,0
C03_route_1_1111110_18000,mxc_C76V1_STP_54,237,Avenida Fray Andrés de Urdaneta,05:16:55,05:16:55,0
C03_route_1_1111110_18000,mxc_C76V1_STP_55,239,Avenida Fray Andrés de Urdaneta,05:18:12,05:18:12,0
C03_route_1_1111110_18000,mxc_C76V1_STP_56,240,Avenida Fray Andrés de Urdaneta,05:19:06,05:19:06,0
C03_route_1_1111110_18000,mxc_C76V1_STP_57,241,Avenida Cruz del Sur,05:20:05,05:20:05,0
C03_route_1_1111110_18000,mxc_C76V1_STP_59,243,Calle 15,05:22:17,05:22:17,0
C03_route_1_1111110_18000,mxc_C76V1_STP_60,244,Avenida del Mercado,05:23:16,05:23:16,0
C03_route_2_0000001_23100,mxb_A07_STOP_20,277,Calzada Gobernador Luis G.Curiel,06:00:27,06:00:27,0
C03_route_2_0000001_23100,mxb_A08_STOP_59,280,Calle Cardenal,06:03:16,06:03:16,0
C03_route_2_0000001_23100,mxb_A09_STOP_56,283,Francisco Corona,06:06:18,06:06:18,0
C03_route_2_0000001_23100,mxb_A09_STOP_57,284,San Isidro,06:07:24,06:07:24,0
C03_route_2_0000001_23100,mxb_A09_STOP_62,286,Calle Juan de la Barrera,06:09:51,06:09:51,0
C03_route_2_0000001_23100,mxb_A09_STOP_63,287,Calle Juan de la Barrera,06:10:47,06:10:47,0
C03_route_2_0000001_23100,mxb_A09_STOP_64,288,Calle Francisco Indalecio Madero,06:11:50,06:11:50,0
C03_route_2_0000001_23100,mxb_A09_STOP_65,291,Juan de la Barrera,06:14:32,06:14:32,0
C03_route_2_0000001_23100,mxb_A09_STOP_66,292,Antigua Carretera a Chapala,06:15:26,06:15:26,0
C03_route_2_0000001_23100,mxb_A09_STOP_67,293,Antigua Carretera a Chapala,06:16:11,06:16:11,0
C03_route_2_0000001_23100,mxb_A09_STOP_68,294,Antigua Carretera a Chapala,06:16:57,06:16:57,0
C03_route_2_0000001_23100,mxb_A09_STOP_69,295,Antigua Carretera a Chapala,06:17:52,06:17:52,0
C03_route_2_0000001_23100,mxb_A10_STOP_45,281,Calle Cardenal,06:04:24,06:04:24,0
C03_route_2_0000001_23100,mxb_A10_STOP_46,282,Calle Cardenal,06:05:08,06:05:08,0
C03_route_2_0000001_23100,mxc_C03_STP_01,303,Minerales,06:31:58,06:31:58,0
C03_route_2_0000001_23100,mxc_C03_STP_106,289,Calle Juan de la Barrera,06:12:46,06:12:46,0
C03_route_2_0000001_23100,mxc_C03_STP_114,297,Antigua Carretera a Chapala,06:22:27,06:22:27,0
C03_route_2_0000001_23100,mxc_C03_STP_116,299,Minerales,06:27:59,06:27:59,0
C03_route_2_0000001_23100,mxc_C03_STP_117,300,Minerales,06:28:42,06:28:42,0
C03_route_2_0000001_23100,mxc_C03_STP_118,301,Calle González Gallo,06:29:35,06:29:35,0
C03_route_2_0000001_23100,mxc_C03_STP_119,302,Minerales,06:30:44,06:30:44,0
C03_route_2_0000001_23100,mxc_C03_STP_66,249,Platano,05:29:44,05:29:44,0
C03_route_2_0000001_23100,mxc_C03_STP_70,253,Guayana,05:34:40,05:34:40,0
C03_route_2_0000001_23100,mxc_C03_STP_80,263,Calle 10,05:45:41,05:45:41,0
C03_route_2_0000001_23100,mxc_C03_STP_81,264,Calle 10,05:46:22,05:46:22,0
C03_route_2_0000001_23100,mxc_C03_STP_82,265,Calle 16,05:47:32,05:47:32,0
C03_route_2_0000001_23100,mxc_C03_STP_83,266,Calle Maria C. Bancalari,05:48:53,05:48:53,0
C03_route_2_0000001_23100,mxc_C03_STP_84,267,Rodolfo Navarrete,05:50:00,05:50:00,0
C03_route_2_0000001_23100,mxc_C03_STP_85,268,Plomo,05:51:03,05:51:03,0
C03_route_2_0000001_23100,mxc_C03_STP_86,269,Juan Bautista Ceballos,05:52:07,05:52:07,0
C03_route_2_0000001_23100,mxc_C03_STP_87,270,Av. Gobernador Luis G. Curiel,05:53:15,05:53:15,0
C03_route_2_0000001_23100,mxc_C03_STP_88,271,Juan Valdivia,05:54:24,05:54:24,0
C03_route_2_0000001_23100,mxc_C03_STP_89,272,Mariano Liceaga,05:55:17,05:55:17,0
C03_route_2_0000001_23100,mxc_C03_STP_90,273,Av. Academia,05:56:33,05:56:33,0
C03_route_2_0000001_23100,mxc_C03_STP_91,274,Registro Civil,05:57:15,05:57:15,0
C03_route_2_0000001_23100,mxc_C03_STP_92,275,Av. de las Artes Plásticas,05:58:10,05:58:10,0
C03_route_2_0000001_23100,mxc_C03_STP_95,278,Calzada Gobernador Luis G.Curiel,06:01:38,06:01:38,0
C03_route_2_0000001_23100,mxc_C102_STP_104,290,Juan de la Barrera,06:13:49,06:13:49,0
C03_route_2_0000001_23100,mxc_C108V1_STP_92,262,Calle 6,05:44:35,05:44:35,0
C03_route_2_0000001_23100,mxc_C115_STP_73,248,Calle Piña,05:29:00,05:29:00,0
C03_route_2_0000001_23100,mxc_C115_STP_76,251,Avenida del Mercado,05:31:34,05:31:34,0
C03_route_2_0000001_23100,mxc_C118_STP_102,279,Prolongación Gobernador Curiel,06:02:20,06:02:20,0
C03_route_2_0000001_23100,mxc_C118_STP_125,298,Antigua Carretera a Chapala,06:26:49,06:26:49,0
C03_route_2_0000001_23100,mxc_C15_STP_152,296,Antigua Carretera a Chapala,06:18:31,06:18:31,0
C03_route_2_0000001_23100,mxc_C17_STP_65,252,Avenida del Mercado,05:32:41,05:32:41,0
C03_route_2_0000001_23100,mxc_C47V1_STP_72,285,Juan Escutia,06:08:40,06:08:40,0
C03_route_2_0000001_23100,mxc_C51V1_STP_80,276,Calzada Gobernador Luis G.Curiel,05:59:26,05:59:26,0
C03_route_2_0000001_23100,mxc_C76V1_STP_66,250,Avenida del Mercado,05:30:37,05:30:37,0
C03_route_2_0000001_23100,mxc_C76V1_STP_69,254,Avenida Cruz del Sur,05:35:38,05:35:38,0
C03_route_2_0000001_23100,mxc_C76V1_STP_70,255,Avenida Fray Andrés de Urdaneta,05:36:39,05:36:39,0
